MATRICULA,IDADE,ESTADO_CIVIL_ALUNOS,RAZAO_INATIVIDADE,TIPO_ENSINO_MEDIO,ANO_FORMATURA_ENSINO_MEDIO,NOTA,ESTATUS,TERMO,GENERO_MASCULINO,NACIONALIDADE_BRASILEIRA_POR_NATURALIZACAO,NACIONALIDADE_ESTRANGEIRA,TIPO_ADMISSAO_DECISAO_JUDICIAL_ADM,TIPO_ADMISSAO_GRADUADO,TIPO_ADMISSAO_REOPCAO,TIPO_ADMISSAO_SISU,TIPO_ADMISSAO_TRANSFERENCIA,TIPO_ADMISSAO_VESTIBULAR,POLITICA_AFIRMATIVA_BONUS,POLITICA_AFIRMATIVA_L1,POLITICA_AFIRMATIVA_L10,POLITICA_AFIRMATIVA_L13,POLITICA_AFIRMATIVA_L14,POLITICA_AFIRMATIVA_L2,POLITICA_AFIRMATIVA_L5,POLITICA_AFIRMATIVA_L6,POLITICA_AFIRMATIVA_L9
117110734,25,3,2,4,2016.0,8.0,0,2020.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
113210436,31,3,5,3,2010.0,-1.0,4,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109210032,33,3,5,0,2011.0,6.1,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110057,39,3,5,0,2011.0,4.1,5,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114211133,28,3,0,4,2013.0,-1.0,1,2014.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
111210438,34,3,7,0,2011.0,8.5,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103110416,40,3,8,0,2011.0,6.0,0,2005.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110934,30,3,5,3,2011.0,3.8,5,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210227,28,3,2,4,2014.0,9.4,0,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
103210009,41,3,8,0,2011.0,0.0,4,2004.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110066,31,3,0,0,2011.0,4.6,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110371,28,3,5,3,2013.0,-1.0,4,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107210033,38,3,7,0,2011.0,5.0,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110096,32,3,0,0,2011.0,-1.0,4,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104110026,39,3,0,0,2011.0,-1.0,6,2004.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104210019,40,3,5,0,2011.0,6.9,0,2005.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210126,39,3,7,0,2011.0,-1.0,4,2012.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120111394,27,3,0,4,2014.0,3.3,5,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
116211260,30,3,7,3,2010.0,5.3,0,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120110458,22,3,5,4,2019.0,9.2,0,2020.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
117210331,29,3,5,3,2013.0,5.0,0,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113112293,29,3,5,3,2012.0,5.0,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117210385,27,3,0,3,2014.0,0.7,5,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102210027,46,3,5,0,2011.0,6.3,0,2003.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104110035,41,3,0,0,2011.0,7.6,0,2004.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110089,35,3,0,0,2011.0,5.4,0,2010.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104110009,44,3,7,0,2011.0,3.2,5,2007.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210988,23,3,2,3,2017.0,7.7,0,2021.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107210003,35,3,7,0,2011.0,7.0,0,2009.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210608,30,3,7,3,2011.0,8.2,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115111202,29,3,0,3,2012.0,5.2,0,2015.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119210706,26,3,2,4,2019.0,9.5,0,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
112110101,30,3,5,3,2011.0,7.0,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110176,31,3,7,4,2011.0,7.2,0,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
104210001,39,3,0,0,2011.0,0.0,4,2004.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210867,59,0,0,4,1982.0,2.0,5,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210735,24,3,7,4,2017.0,5.0,0,2019.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
111210049,32,3,5,0,2011.0,3.9,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110237,30,3,5,3,2011.0,7.5,0,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114210789,28,3,5,1,2013.0,7.1,0,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112210795,33,3,5,3,2009.0,4.0,5,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210640,32,3,5,3,2009.0,-1.0,4,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114210807,29,3,7,4,2012.0,9.0,0,2015.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
113110887,29,3,7,3,2012.0,7.0,0,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118110914,28,3,2,3,2014.0,8.9,0,2018.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104110033,41,3,5,0,2011.0,0.0,4,2008.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110210092,32,3,7,4,2009.0,7.5,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110002,29,3,5,3,2012.0,7.5,0,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119111241,28,3,5,4,2018.0,-1.0,4,2023.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
109210039,34,3,5,0,2011.0,5.6,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210298,25,3,0,4,2018.0,7.0,0,2020.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
112210469,33,3,7,4,2008.0,5.0,0,2012.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123210880,19,1,4,0,2011.0,7.3,2,2018.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
111110118,31,3,5,0,2011.0,7.0,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115210580,26,3,5,3,2014.0,7.0,0,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116110762,30,3,0,4,2010.0,8.2,0,2018.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
113111414,29,3,7,3,2012.0,10.0,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210222,24,3,0,4,2017.0,-1.0,6,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
115111581,33,3,5,1,2008.0,-1.0,4,2017.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118111780,29,3,0,3,2012.0,6.8,0,2020.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110110073,32,3,7,0,2011.0,7.0,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110890,29,3,5,3,2012.0,3.5,5,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116211708,49,1,5,4,2006.0,-1.0,4,2016.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
108110498,36,3,5,3,2011.0,0.0,4,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116211401,26,3,5,4,2015.0,3.6,5,2018.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
114110493,28,3,5,3,2013.0,6.4,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103210033,39,3,0,0,2011.0,3.5,5,2004.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115210499,32,3,7,4,2009.0,7.5,0,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
117210385,27,3,0,3,2014.0,0.0,6,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114210767,28,3,0,4,2013.0,-1.0,0,2014.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
119210153,23,3,5,3,2018.0,3.6,5,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118111071,34,3,2,4,2008.0,7.0,0,2023.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
117210370,25,3,2,4,2016.0,8.7,0,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
103110416,40,3,8,0,2011.0,0.0,4,2005.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110961,31,3,5,3,2010.0,5.0,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210438,28,3,5,4,2014.0,5.0,0,2017.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
122210123,21,1,4,0,2011.0,7.3,2,2018.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111110071,31,3,1,3,2010.0,8.0,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110914,31,3,5,4,2011.0,-1.0,4,2023.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
111210449,45,0,5,0,2011.0,-1.0,4,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114111521,30,3,5,3,2011.0,-1.0,4,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107210005,35,3,7,0,2011.0,6.9,0,2010.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114211198,28,3,7,3,2013.0,-1.0,4,2014.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120111032,24,3,2,4,2018.0,9.8,0,2020.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
107210334,35,3,7,0,2011.0,9.4,0,2009.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210062,34,3,0,3,2009.0,-1.0,4,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119110321,24,3,2,3,2017.0,9.3,0,2020.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111110086,34,3,0,0,2011.0,8.0,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105210152,37,3,0,0,2011.0,5.0,0,2008.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109110125,34,3,5,0,2011.0,3.2,5,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210748,28,3,5,4,2016.0,3.2,5,2017.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
111210423,32,3,0,0,2011.0,7.4,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110921,28,3,0,3,2013.0,7.9,0,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113210119,32,3,0,3,2009.0,8.0,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103210032,40,3,0,0,2011.0,0.0,4,2005.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118110295,53,3,0,4,1988.0,9.7,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116110550,26,3,5,3,2015.0,6.4,0,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110110107,31,3,5,0,2011.0,0.0,4,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115211124,30,3,5,4,2013.0,-1.0,4,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
103210018,38,3,0,0,2011.0,5.5,0,2003.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114110446,28,3,7,4,2013.0,8.6,0,2014.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210587,30,3,7,3,2010.0,5.0,0,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105210775,43,3,5,0,2011.0,5.0,0,2005.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118210273,26,3,2,4,2014.0,8.0,0,2020.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
109110061,35,3,7,0,2011.0,-1.0,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110920,36,3,5,3,2005.0,5.6,0,2016.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114110482,28,3,7,3,2013.0,7.4,0,2016.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115211103,27,3,5,3,2014.0,2.8,5,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114110494,38,3,5,3,2003.0,6.0,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109150028,34,3,5,3,2007.0,-1.0,4,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111150280,31,3,5,0,2011.0,-1.0,4,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110852,36,3,5,0,2011.0,3.4,5,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105210137,42,3,5,0,2011.0,8.4,0,2005.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108210313,34,3,8,0,2011.0,3.5,5,2009.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119210744,24,3,0,4,2017.0,2.5,5,2020.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
114110445,28,3,7,4,2013.0,7.1,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
113110871,30,3,5,1,2010.0,3.7,5,2016.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210734,33,3,7,4,2010.0,-1.0,4,2015.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109210057,34,3,7,0,2011.0,5.0,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110898,29,3,5,4,2012.0,0.9,5,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
115110570,27,3,0,4,2014.0,5.1,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113210100,29,3,5,4,2011.0,2.6,5,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114211199,29,3,5,3,2013.0,-1.0,4,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107210008,36,3,0,0,2011.0,7.6,0,2009.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116211007,33,3,5,3,2008.0,9.0,0,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109210063,32,3,7,0,2011.0,4.5,5,2010.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115111014,27,3,0,4,2014.0,7.0,0,2015.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
113210621,30,3,1,3,2012.0,8.3,0,2018.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110108,33,3,0,0,2011.0,8.7,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116211401,26,3,5,4,2015.0,-1.0,6,2020.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119211093,28,3,5,4,2013.0,-1.0,6,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
114111520,30,3,0,3,2011.0,5.4,0,2018.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103210016,40,3,7,0,2011.0,8.1,0,2004.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120210768,23,3,5,4,2018.0,5.5,0,2021.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
104210029,40,3,5,0,2011.0,7.5,0,2006.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117110727,26,3,0,4,2016.0,-1.0,4,2017.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
114211026,30,3,7,4,2010.0,9.5,0,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113210627,28,3,5,3,2012.0,7.5,0,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115112058,34,3,5,1,2006.0,-1.0,4,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111110073,42,3,0,3,2000.0,-1.0,0,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119210010,24,3,2,3,2017.0,9.5,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112150916,33,3,5,3,2011.0,5.6,0,2012.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104110009,44,3,7,0,2011.0,0.0,4,2006.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113111434,30,3,5,3,2012.0,6.4,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210441,34,3,5,3,2009.0,1.2,5,2014.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102210242,42,3,7,0,2011.0,-1.0,6,2005.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117110465,25,3,5,3,2015.0,8.8,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107210038,35,3,0,0,2011.0,0.0,4,2007.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210078,29,3,0,3,2012.0,5.0,0,2013.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114211018,29,3,0,3,2013.0,6.8,0,2015.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113210896,33,3,5,3,2009.0,8.5,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118110629,24,3,5,4,2017.0,8.4,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
102210025,40,3,0,0,2011.0,7.5,0,2004.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110048,31,3,5,4,2011.0,7.0,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113210135,35,3,5,3,2007.0,6.7,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120111456,23,3,0,4,2018.0,8.6,0,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
117210904,29,3,5,4,2013.0,5.6,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
114211311,29,3,7,4,2011.0,7.9,0,2014.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114110427,31,3,5,3,2011.0,6.8,0,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104110033,41,3,5,0,2011.0,0.0,4,2006.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122110501,36,1,4,0,2011.0,7.3,2,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
110210108,32,3,7,0,2011.0,5.5,0,2011.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110131,37,3,0,0,2011.0,8.6,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115211282,31,3,0,3,2010.0,8.5,0,2015.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110210388,33,3,0,0,2011.0,5.3,0,2011.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119110321,24,3,2,3,2017.0,8.2,0,2019.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111210406,36,3,7,0,2011.0,4.4,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115111581,33,3,5,1,2008.0,-1.0,4,2016.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119110305,23,3,2,3,2018.0,8.7,0,2023.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102210027,46,3,5,0,2011.0,0.0,4,2007.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115210827,28,3,5,3,2014.0,7.5,0,2015.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114110500,32,3,7,4,2009.0,5.5,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
104210034,42,3,0,0,2011.0,0.0,4,2007.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109110079,34,3,7,0,2011.0,4.5,5,2009.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110090,31,3,5,3,2009.0,1.8,5,2010.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114110445,28,3,7,4,2013.0,8.4,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110210122,33,3,5,0,2011.0,0.0,4,2011.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109210009,35,3,7,0,2011.0,5.0,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210401,32,3,7,0,2011.0,7.4,0,2011.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117210405,28,3,5,4,2017.0,5.1,0,2017.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107110013,35,3,8,0,2011.0,2.6,5,2007.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110134,31,3,0,0,2011.0,-1.0,4,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110945,38,0,0,3,2003.0,9.5,0,2013.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113110873,33,3,5,4,2010.0,5.9,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
109110095,32,3,5,3,2008.0,8.3,0,2010.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113112114,34,3,0,4,2007.0,7.8,0,2019.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114111078,29,3,7,4,2012.0,5.3,0,2015.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
107210333,35,3,7,0,2011.0,3.8,5,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117110297,25,3,2,3,2016.0,8.0,0,2018.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113111419,31,3,5,3,2010.0,6.0,0,2013.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104210019,40,3,5,0,2011.0,7.2,0,2006.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116210918,26,3,0,4,2015.0,-1.0,1,2016.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
102210015,43,3,5,0,2011.0,0.0,4,2003.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210951,39,3,5,3,2007.0,7.2,0,2013.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111110124,39,3,5,3,2003.0,-1.0,4,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108110036,39,3,0,0,2011.0,0.0,4,2008.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110110108,33,3,0,0,2011.0,9.0,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210398,32,3,5,0,2011.0,6.0,0,2011.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110956,29,3,5,3,2011.0,6.0,0,2013.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116110914,31,3,5,4,2011.0,3.1,5,2017.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
118210134,24,3,0,3,2017.0,9.2,0,2020.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110210126,39,3,7,0,2011.0,6.2,0,2010.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104110015,38,0,5,0,2011.0,9.5,0,2007.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112110019,29,3,7,3,2011.0,7.2,0,2012.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107110004,36,3,7,0,2011.0,0.5,5,2008.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102210015,43,3,5,0,2011.0,0.0,4,2006.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112150732,36,3,5,3,2005.0,8.9,0,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112210650,32,3,5,4,2011.0,-1.0,1,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111210117,37,3,7,0,2011.0,-1.0,4,2012.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113112563,29,3,0,3,2012.0,-1.0,6,2014.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
